"date","employeeID","qualOfCare","patientWorkload","numDailyStaffedNurses"
1998-11-16,"004840","Excellent",5,13
1998-11-16,"004293","Excellent",3,13
1998-11-16,"007559","Excellent",5,13
1998-11-17,"003825","Good",5,11
1998-11-17,"004297","Excellent",4,11
1998-11-17,"00715","Good",8,11
1998-11-17,"0056","Good",8,11
1998-11-17,"004347","Excellent",4,11
1998-11-17,"006595","Excellent",2,11
1998-11-17,"001221","Excellent",3,11
1998-11-17,"00854","Good",5,11
1998-11-17,"007559","Excellent",4,11
1998-11-17,"002864","Excellent",5,11
1998-11-17,"006605","Excellent",3,11
1998-11-18,"006605","Excellent",2,11
1998-11-18,"007559","Excellent",5,11
1998-11-18,"002677","Good",5,11
1998-11-18,"001273","Excellent",3,11
1998-11-18,"007923","Good",8,11
1998-11-18,"006773","Excellent",3,11
1998-11-18,"0056","Excellent",4,11
1998-11-18,"001221","Fair",6,11
1998-11-18,"004840","Excellent",4,11
1998-11-18,"004347","Excellent",3,11
1998-11-18,"008041","Excellent",5,11
1998-11-19,"002677","Excellent",2,12
1998-11-19,"002864","Excellent",4,12
1998-11-19,"003825","Excellent",3,12
1998-11-19,"004297","Excellent",3,12
1998-11-19,"004326","Good",6,12
1998-11-19,"008279","Excellent",4,12
1998-11-19,"00715","Good",6,12
1998-11-19,"00293","Excellent",4,12
1998-11-19,"006393","Excellent",5,12
1998-11-19,"00854","Good",7,12
1998-11-19,"006225","Excellent",2,12
1998-11-19,"004293","Good",9,12
1998-11-20,"001273","Good",5,10
1998-11-20,"006393","Excellent",3,10
1998-11-20,"003825","Good",6,10
1998-11-20,"003369","Excellent",2,10
1998-11-20,"004326","Excellent",4,10
1998-11-20,"006225","Good",5,10
1998-11-20,"005098","Excellent",2,10
1998-11-20,"004293","Excellent",3,10
1998-11-20,"008041","Good",6,10
1998-11-20,"002677","Excellent",6,10
1998-11-21,"003184","Poor",10,6
1998-11-21,"002677","Fair",7,6
1998-11-21,"006225","Good",5,6
1998-11-21,"006595","Good",6,6
1998-11-21,"008279","Fair",6,6
1998-11-21,"002864","Fair",7,6
1998-11-22,"006595","Excellent",3,7
1998-11-22,"008279","Fair",9,7
1998-11-22,"002864","Good",5,7
1998-11-22,"004297","Poor",9,7
1998-11-22,"002677","Poor",8,7
1998-11-22,"006225","Fair",10,7
1998-11-22,"003184","Poor",8,7
1998-11-23,"004347","Fair",7,12
1998-11-23,"0056","Excellent",4,12
1998-11-23,"005098","Good",6,12
1998-11-23,"002677","Excellent",4,12
1998-11-23,"00715","Excellent",4,12
1998-11-23,"001221","Excellent",4,12
1998-11-23,"008279","Good",6,12
1998-11-23,"002864","Good",7,12
1998-11-23,"008041","Excellent",2,12
1998-11-23,"008164","Good",4,12
1998-11-23,"004628","Excellent",3,12
1998-11-23,"00854","Good",4,12
1998-11-24,"008164","Excellent",5,14
1998-11-24,"001221","Excellent",3,14
1998-11-24,"00854","Excellent",6,14
1998-11-24,"002864","Good",9,14
1998-11-24,"006595","Excellent",2,14
1998-11-24,"003135","Good",8,14
1998-11-24,"006773","Excellent",2,14
1998-11-24,"00715","Excellent",6,14
1998-11-24,"002677","Good",7,14
1998-11-24,"0056","Excellent",3,14
1998-11-24,"003184","Excellent",4,14
1998-11-24,"005828","Excellent",8,14
1998-11-24,"004628","Good",6,14
1998-11-24,"006225","Excellent",3,14
1998-11-25,"004297","Excellent",5,11
1998-11-25,"003825","Excellent",3,11
1998-11-25,"008164","Excellent",4,11
1998-11-25,"006605","Excellent",3,11
1998-11-25,"0056","Fair",10,11
1998-11-25,"00854","Excellent",4,11
1998-11-25,"008041","Good",6,11
1998-11-25,"008279","Excellent",2,11
1998-11-25,"004347","Excellent",6,11
1998-11-25,"002677","Excellent",2,11
1998-11-25,"004840","Excellent",4,11
1998-11-26,"006393","Excellent",5,11
1998-11-26,"006595","Excellent",3,11
1998-11-26,"004840","Excellent",4,11
1998-11-26,"006605","Excellent",7,11
1998-11-26,"007559","Good",7,11
1998-11-26,"006225","Good",5,11
1998-11-26,"007923","Excellent",3,11
1998-11-26,"004326","Excellent",2,11
1998-11-26,"00715","Excellent",4,11
1998-11-26,"004347","Poor",8,11
1998-11-26,"005098","Fair",5,11
1998-11-27,"003825","Poor",8,10
1998-11-27,"005828","Excellent",5,10
1998-11-27,"005098","Excellent",6,10
1998-11-27,"006595","Excellent",2,10
1998-11-27,"007923","Excellent",3,10
1998-11-27,"004347","Excellent",4,10
1998-11-27,"00715","Excellent",6,10
1998-11-27,"002864","Excellent",5,10
1998-11-27,"008279","Excellent",3,10
1998-11-27,"00293","Good",6,10
1998-11-28,"002677","Poor",10,6
1998-11-28,"008279","Good",7,6
1998-11-28,"006595","Fair",8,6
1998-11-28,"006225","Poor",8,6
1998-11-28,"002864","Good",5,6
1998-11-28,"004297","Good",5,6
1998-11-29,"006225","Excellent",4,6
1998-11-29,"007559","Good",6,6
1998-11-29,"008279","Poor",11,6
1998-11-29,"002677","Poor",9,6
1998-11-29,"006595","Fair",9,6
1998-11-29,"002864","Fair",6,6
1998-11-30,"0056","Good",5,10
1998-11-30,"001221","Good",5,10
1998-11-30,"004347","Excellent",4,10
1998-11-30,"004628","Excellent",5,10
1998-11-30,"005828","Good",6,10
1998-11-30,"008041","Excellent",3,10
1998-11-30,"008164","Good",5,10
1998-11-30,"005098","Fair",5,10
1998-11-30,"003135","Good",5,10
1998-11-30,"003825","Excellent",8,10
1998-12-01,"008164","Excellent",4,10
1998-12-01,"002864","Excellent",3,10
1998-12-01,"008279","Good",7,10
1998-12-01,"007923","Good",5,10
1998-12-01,"003135","Excellent",3,10
1998-12-01,"00293","Good",6,10
1998-12-01,"007559","Excellent",3,10
1998-12-01,"006225","Excellent",4,10
1998-12-01,"004297","Excellent",2,10
1998-12-01,"001221","Good",11,10
1998-12-02,"003135","Excellent",4,13
1998-12-02,"004347","Excellent",3,13
1998-12-02,"006595","Excellent",2,13
1998-12-02,"004297","Excellent",3,13
1998-12-02,"005828","Good",7,13
1998-12-02,"00854","Excellent",4,13
1998-12-02,"006773","Excellent",2,13
1998-12-02,"003184","Excellent",3,13
1998-12-02,"001221","Good",4,13
1998-12-02,"006605","Excellent",3,13
1998-12-02,"004628","Excellent",3,13
1998-12-02,"00715","Excellent",2,13
1998-12-02,"006393","Good",5,13
1998-12-03,"004840","Poor",11,10
1998-12-03,"006595","Excellent",2,10
1998-12-03,"001221","Excellent",3,10
1998-12-03,"00854","Excellent",4,10
1998-12-03,"008164","Excellent",3,10
1998-12-03,"002677","Excellent",4,10
1998-12-03,"004293","Excellent",2,10
1998-12-03,"007559","Good",6,10
1998-12-03,"006225","Excellent",7,10
1998-12-03,"005098","Excellent",4,10
1998-12-04,"004840","Good",7,12
1998-12-04,"001221","Good",5,12
1998-12-04,"006225","Excellent",5,12
1998-12-04,"006393","Excellent",8,12
1998-12-04,"003825","Good",7,12
1998-12-04,"008041","Excellent",2,12
1998-12-04,"00854","Excellent",4,12
1998-12-04,"0056","Excellent",4,12
1998-12-04,"006773","Excellent",8,12
1998-12-04,"006595","Excellent",3,12
1998-12-04,"001273","Excellent",5,12
1998-12-04,"00293","Excellent",4,12
1998-12-05,"006595","Poor",11,5
1998-12-05,"004297","Poor",8,5
1998-12-05,"003184","Fair",6,5
1998-12-05,"008279","Fair",8,5
1998-12-05,"002677","Poor",7,5
1998-12-06,"006225","Poor",9,7
1998-12-06,"006393","Fair",8,7
1998-12-06,"008279","Good",4,7
1998-12-06,"003184","Poor",8,7
1998-12-06,"004297","Poor",10,7
1998-12-06,"002864","Fair",6,7
1998-12-06,"002677","Fair",9,7
1998-12-07,"007559","Excellent",3,10
1998-12-07,"00854","Excellent",6,10
1998-12-07,"003369","Good",7,10
1998-12-07,"004347","Excellent",5,10
1998-12-07,"003135","Excellent",3,10
1998-12-07,"005098","Excellent",3,10
1998-12-07,"00293","Good",6,10
1998-12-07,"005828","Good",6,10
1998-12-07,"003184","Excellent",4,10
1998-12-07,"004293","Excellent",5,10
1998-12-08,"003825","Good",6,10
1998-12-08,"008279","Good",5,10
1998-12-08,"0056","Excellent",5,10
1998-12-08,"00293","Good",6,10
1998-12-08,"008041","Excellent",3,10
1998-12-08,"002677","Good",4,10
1998-12-08,"001273","Excellent",3,10
1998-12-08,"005828","Excellent",5,10
1998-12-08,"003135","Excellent",3,10
1998-12-08,"007559","Good",6,10
1998-12-09,"002677","Excellent",6,10
1998-12-09,"004293","Good",5,10
1998-12-09,"001273","Good",7,10
1998-12-09,"001221","Excellent",4,10
1998-12-09,"006595","Excellent",2,10
1998-12-09,"00854","Excellent",5,10
1998-12-09,"002864","Excellent",4,10
1998-12-09,"005098","Excellent",2,10
1998-12-09,"006393","Excellent",5,10
1998-12-09,"0056","Good",4,10
1998-12-10,"002677","Excellent",6,12
1998-12-10,"00715","Excellent",5,12
1998-12-10,"005098","Excellent",4,12
1998-12-10,"003184","Excellent",4,12
1998-12-10,"00854","Excellent",2,12
1998-12-10,"001221","Excellent",4,12
1998-12-10,"004293","Good",6,12
1998-12-10,"003369","Excellent",3,12
1998-12-10,"004297","Excellent",3,12
1998-12-10,"006773","Excellent",2,12
1998-12-10,"005828","Excellent",4,12
1998-12-10,"004628","Excellent",5,12
1998-12-11,"008279","Excellent",2,11
1998-12-11,"008041","Good",4,11
1998-12-11,"001221","Excellent",3,11
1998-12-11,"0056","Good",6,11
1998-12-11,"002864","Excellent",9,11
1998-12-11,"003184","Excellent",2,11
1998-12-11,"007559","Excellent",5,11
1998-12-11,"003825","Excellent",3,11
1998-12-11,"00293","Good",6,11
1998-12-11,"006605","Excellent",4,11
1998-12-11,"005828","Good",6,11
1998-12-12,"006595","Excellent",5,7
1998-12-12,"004297","Good",7,7
1998-12-12,"008279","Good",5,7
1998-12-12,"005098","Poor",10,7
1998-12-12,"006773","Fair",6,7
1998-12-12,"002677","Fair",9,7
1998-12-12,"006225","Poor",8,7
1998-12-13,"006225","Poor",7,7
1998-12-13,"002677","Poor",10,7
1998-12-13,"003184","Fair",5,7
1998-12-13,"008279","Excellent",5,7
1998-12-13,"006595","Excellent",2,7
1998-12-13,"004297","Excellent",5,7
1998-12-13,"006773","Good",5,7
1998-12-14,"00293","Good",7,10
1998-12-14,"006605","Excellent",7,10
1998-12-14,"004347","Excellent",2,10
1998-12-14,"008041","Good",8,10
1998-12-14,"004326","Excellent",2,10
1998-12-14,"003184","Excellent",3,10
1998-12-14,"006595","Excellent",3,10
1998-12-14,"003369","Excellent",3,10
1998-12-14,"004840","Excellent",4,10
1998-12-14,"006225","Excellent",2,10
1998-12-15,"002677","Excellent",4,12
1998-12-15,"003184","Excellent",2,12
1998-12-15,"007923","Excellent",3,12
1998-12-15,"004293","Excellent",2,12
1998-12-15,"004840","Good",7,12
1998-12-15,"004347","Excellent",5,12
1998-12-15,"006393","Excellent",7,12
1998-12-15,"008279","Excellent",3,12
1998-12-15,"006605","Excellent",5,12
1998-12-15,"004297","Excellent",3,12
1998-12-15,"003135","Good",4,12
1998-12-15,"001273","Good",5,12
1998-12-16,"00715","Good",6,12
1998-12-16,"004628","Good",6,12
1998-12-16,"004326","Fair",6,12
1998-12-16,"006595","Excellent",5,12
1998-12-16,"005098","Excellent",4,12
1998-12-16,"004297","Excellent",9,12
1998-12-16,"006773","Good",5,12
1998-12-16,"004840","Good",6,12
1998-12-16,"002677","Excellent",5,12
1998-12-16,"006225","Excellent",3,12
1998-12-16,"00854","Excellent",6,12
1998-12-16,"003825","Excellent",7,12
1998-12-17,"008279","Excellent",5,8
1998-12-17,"003135","Excellent",7,8
1998-12-17,"008041","Excellent",9,8
1998-12-17,"004840","Excellent",3,8
1998-12-17,"007923","Excellent",2,8
1998-12-17,"006225","Excellent",2,8
1998-12-17,"004347","Excellent",5,8
1998-12-17,"00854","Excellent",8,8
1998-12-18,"002864","Excellent",5,12
1998-12-18,"007559","Excellent",2,12
1998-12-18,"006393","Good",7,12
1998-12-18,"004628","Good",6,12
1998-12-18,"003135","Excellent",2,12
1998-12-18,"004347","Excellent",4,12
1998-12-18,"006595","Poor",9,12
1998-12-18,"005098","Good",4,12
1998-12-18,"006773","Excellent",8,12
1998-12-18,"006605","Excellent",5,12
1998-12-18,"00854","Good",4,12
1998-12-18,"001273","Excellent",2,12
1998-12-19,"006773","Good",4,5
1998-12-19,"006595","Good",9,5
1998-12-19,"004297","Fair",8,5
1998-12-19,"008279","Fair",8,5
1998-12-19,"003184","Fair",6,5
1998-12-20,"002677","Good",6,6
1998-12-20,"008279","Excellent",3,6
1998-12-20,"006225","Fair",7,6
1998-12-20,"003184","Fair",8,6
1998-12-20,"006773","Good",6,6
1998-12-20,"002864","Poor",8,6
1998-12-21,"006773","Excellent",4,10
1998-12-21,"006595","Excellent",2,10
1998-12-21,"002677","Good",5,10
1998-12-21,"003825","Excellent",3,10
1998-12-21,"001221","Good",4,10
1998-12-21,"003369","Excellent",4,10
1998-12-21,"004297","Excellent",5,10
1998-12-21,"0056","Good",8,10
1998-12-21,"004293","Excellent",5,10
1998-12-21,"00293","Excellent",4,10
1998-12-22,"002677","Excellent",4,13
1998-12-22,"008041","Excellent",2,13
1998-12-22,"003369","Excellent",5,13
1998-12-22,"00293","Excellent",4,13
1998-12-22,"00715","Excellent",4,13
1998-12-22,"005098","Excellent",5,13
1998-12-22,"006773","Excellent",3,13
1998-12-22,"006225","Excellent",4,13
1998-12-22,"003135","Excellent",6,13
1998-12-22,"006595","Good",7,13
1998-12-22,"001273","Excellent",6,13
1998-12-22,"004297","Excellent",7,13
1998-12-22,"0056","Excellent",4,13
1998-12-23,"006595","Excellent",5,10
1998-12-23,"004840","Excellent",4,10
1998-12-23,"003135","Good",6,10
1998-12-23,"008164","Excellent",2,10
1998-12-23,"005098","Good",6,10
1998-12-23,"008279","Excellent",5,10
1998-12-23,"002864","Good",5,10
1998-12-23,"004628","Good",5,10
1998-12-23,"003369","Excellent",5,10
1998-12-23,"001273","Good",7,10
1998-12-24,"006605","Excellent",6,12
1998-12-24,"005828","Excellent",3,12
1998-12-24,"004840","Good",7,12
1998-12-24,"002677","Excellent",4,12
1998-12-24,"004293","Excellent",4,12
1998-12-24,"008279","Good",13,12
1998-12-24,"003369","Excellent",3,12
1998-12-24,"003184","Excellent",2,12
1998-12-24,"006773","Excellent",7,12
1998-12-24,"003825","Excellent",8,12
1998-12-24,"004297","Excellent",4,12
1998-12-24,"006393","Excellent",5,12
1998-12-25,"00854","Good",6,10
1998-12-25,"001273","Excellent",2,10
1998-12-25,"007923","Good",6,10
1998-12-25,"003135","Excellent",3,10
1998-12-25,"006595","Excellent",3,10
1998-12-25,"004297","Excellent",5,10
1998-12-25,"00715","Excellent",3,10
1998-12-25,"00293","Excellent",6,10
1998-12-25,"007559","Excellent",5,10
1998-12-25,"005098","Excellent",8,10
1998-12-26,"002864","Good",6,4
1998-12-26,"008279","Fair",7,4
1998-12-26,"006225","Fair",7,4
1998-12-26,"003184","Poor",11,4
1998-12-27,"003184","Fair",7,5
1998-12-27,"002677","Good",5,5
1998-12-27,"008279","Fair",6,5
1998-12-27,"006595","Poor",9,5
1998-12-27,"006225","Poor",10,5
1998-12-28,"007923","Excellent",4,7
1998-12-28,"004297","Excellent",4,7
1998-12-28,"00293","Excellent",4,7
1998-12-28,"006225","Excellent",5,7
1998-12-28,"003184","Good",4,7
1998-12-28,"003135","Good",5,7
1998-12-28,"008041","Excellent",2,7
1998-12-29,"005098","Excellent",5,12
1998-12-29,"008279","Good",5,12
1998-12-29,"001221","Good",6,12
1998-12-29,"001273","Excellent",4,12
1998-12-29,"004326","Good",10,12
1998-12-29,"003825","Excellent",3,12
1998-12-29,"004840","Excellent",2,12
1998-12-29,"00715","Excellent",3,12
1998-12-29,"007923","Good",7,12
1998-12-29,"004347","Excellent",4,12
1998-12-29,"004293","Excellent",3,12
1998-12-29,"00854","Fair",9,12
1998-12-30,"008279","Excellent",6,9
1998-12-30,"006605","Excellent",4,9
1998-12-30,"006393","Excellent",4,9
1998-12-30,"004840","Excellent",9,9
1998-12-30,"00854","Excellent",2,9
1998-12-30,"00715","Excellent",2,9
1998-12-30,"003184","Excellent",5,9
1998-12-30,"004628","Good",7,9
1998-12-30,"00293","Good",5,9
1998-12-31,"006393","Excellent",5,10
1998-12-31,"008164","Fair",5,10
1998-12-31,"007559","Good",4,10
1998-12-31,"004297","Excellent",2,10
1998-12-31,"00854","Fair",7,10
1998-12-31,"00715","Poor",10,10
1998-12-31,"005098","Good",7,10
1998-12-31,"006225","Excellent",4,10
1998-12-31,"001221","Excellent",5,10
1998-12-31,"003825","Excellent",4,10
1999-01-01,"006595","Poor",8,10
1999-01-01,"006773","Excellent",4,10
1999-01-01,"002864","Good",8,10
1999-01-01,"005098","Good",6,10
1999-01-01,"002677","Excellent",5,10
1999-01-01,"004347","Good",5,10
1999-01-01,"007559","Good",5,10
1999-01-01,"001273","Fair",5,10
1999-01-01,"004293","Excellent",7,10
1999-01-01,"003184","Good",5,10
1999-01-02,"002677","Poor",9,7
1999-01-02,"006595","Fair",6,7
1999-01-02,"008279","Poor",8,7
1999-01-02,"003184","Fair",7,7
1999-01-02,"004297","Good",4,7
1999-01-02,"005098","Good",7,7
1999-01-02,"006225","Fair",9,7
1999-01-03,"006225","Good",5,6
1999-01-03,"008279","Poor",8,6
1999-01-03,"006595","Fair",6,6
1999-01-03,"002864","Excellent",2,6
1999-01-03,"002677","Fair",9,6
1999-01-03,"005098","Fair",7,6
1999-01-04,"00715","Poor",9,9
1999-01-04,"006605","Good",4,9
1999-01-04,"003825","Excellent",4,9
1999-01-04,"008041","Good",4,9
1999-01-04,"004840","Fair",9,9
1999-01-04,"001273","Excellent",6,9
1999-01-04,"002864","Good",5,9
1999-01-04,"00854","Fair",10,9
1999-01-04,"004326","Poor",7,9
1999-01-05,"003135","Excellent",3,12
1999-01-05,"004347","Excellent",3,12
1999-01-05,"006225","Excellent",2,12
1999-01-05,"003369","Excellent",4,12
1999-01-05,"001221","Good",4,12
1999-01-05,"004297","Good",8,12
1999-01-05,"00293","Good",5,12
1999-01-05,"00715","Excellent",6,12
1999-01-05,"004628","Good",6,12
1999-01-05,"006605","Good",5,12
1999-01-05,"005098","Good",5,12
1999-01-05,"003825","Excellent",4,12
1999-01-06,"004293","Excellent",3,13
1999-01-06,"005828","Good",7,13
1999-01-06,"006595","Good",7,13
1999-01-06,"004628","Good",5,13
1999-01-06,"00715","Excellent",6,13
1999-01-06,"008164","Good",5,13
1999-01-06,"002677","Excellent",3,13
1999-01-06,"001221","Excellent",4,13
1999-01-06,"006605","Excellent",3,13
1999-01-06,"008279","Good",11,13
1999-01-06,"00293","Good",5,13
1999-01-06,"002864","Good",4,13
1999-01-06,"004840","Excellent",3,13
1999-01-07,"007559","Excellent",5,10
1999-01-07,"004293","Excellent",4,10
1999-01-07,"002864","Excellent",2,10
1999-01-07,"003135","Excellent",2,10
1999-01-07,"006605","Good",7,10
1999-01-07,"006773","Excellent",3,10
1999-01-07,"006393","Excellent",5,10
1999-01-07,"003825","Excellent",6,10
1999-01-07,"00854","Good",5,10
1999-01-07,"004347","Excellent",6,10
1999-01-08,"003135","Good",8,11
1999-01-08,"008164","Excellent",5,11
1999-01-08,"003825","Good",7,11
1999-01-08,"004347","Excellent",3,11
1999-01-08,"004326","Excellent",6,11
1999-01-08,"00715","Excellent",5,11
1999-01-08,"006773","Fair",6,11
1999-01-08,"00293","Excellent",4,11
1999-01-08,"004293","Good",7,11
1999-01-08,"001273","Excellent",4,11
1999-01-08,"003184","Excellent",6,11
1999-01-09,"008279","Good",7,6
1999-01-09,"006595","Fair",7,6
1999-01-09,"002677","Fair",6,6
1999-01-09,"003184","Poor",10,6
1999-01-09,"006225","Poor",10,6
1999-01-09,"004297","Good",5,6
1999-01-10,"002677","Poor",8,7
1999-01-10,"008279","Good",8,7
1999-01-10,"004297","Poor",11,7
1999-01-10,"003184","Excellent",4,7
1999-01-10,"006225","Poor",8,7
1999-01-10,"006595","Fair",6,7
1999-01-10,"006773","Good",7,7
1999-01-11,"008041","Good",6,10
1999-01-11,"008279","Excellent",4,10
1999-01-11,"004293","Excellent",4,10
1999-01-11,"003135","Good",8,10
1999-01-11,"007923","Excellent",5,10
1999-01-11,"002864","Fair",8,10
1999-01-11,"003369","Excellent",4,10
1999-01-11,"003825","Excellent",4,10
1999-01-11,"008164","Excellent",3,10
1999-01-11,"00854","Good",6,10
1999-01-12,"005098","Good",6,11
1999-01-12,"004326","Poor",12,11
1999-01-12,"002864","Fair",6,11
1999-01-12,"006773","Excellent",2,11
1999-01-12,"003135","Good",8,11
1999-01-12,"004840","Good",5,11
1999-01-12,"0056","Excellent",6,11
1999-01-12,"004347","Excellent",4,11
1999-01-12,"001221","Excellent",2,11
1999-01-12,"004297","Good",4,11
1999-01-12,"004293","Excellent",4,11
1999-01-13,"001221","Excellent",5,12
1999-01-13,"007559","Excellent",8,12
1999-01-13,"006605","Excellent",5,12
1999-01-13,"004628","Excellent",4,12
1999-01-13,"004326","Excellent",2,12
1999-01-13,"006393","Good",4,12
1999-01-13,"002677","Excellent",3,12
1999-01-13,"004347","Excellent",3,12
1999-01-13,"007923","Excellent",5,12
1999-01-13,"003184","Excellent",4,12
1999-01-13,"008164","Excellent",4,12
1999-01-13,"004297","Excellent",6,12
1999-01-14,"006225","Good",8,11
1999-01-14,"006393","Excellent",3,11
1999-01-14,"005098","Excellent",2,11
1999-01-14,"00715","Excellent",4,11
1999-01-14,"00293","Excellent",4,11
1999-01-14,"001273","Excellent",4,11
1999-01-14,"004628","Excellent",3,11
1999-01-14,"007923","Good",6,11
1999-01-14,"003135","Excellent",6,11
1999-01-14,"002864","Excellent",2,11
1999-01-14,"003184","Excellent",4,11
1999-01-15,"003825","Excellent",3,11
1999-01-15,"006773","Good",5,11
1999-01-15,"004628","Excellent",5,11
1999-01-15,"006393","Good",5,11
1999-01-15,"006225","Excellent",3,11
1999-01-15,"002864","Excellent",5,11
1999-01-15,"0056","Excellent",3,11
1999-01-15,"008279","Excellent",4,11
1999-01-15,"004326","Excellent",4,11
1999-01-15,"003135","Excellent",5,11
1999-01-15,"005098","Excellent",2,11
1999-01-16,"006225","Fair",5,7
1999-01-16,"006595","Fair",6,7
1999-01-16,"006773","Poor",8,7
1999-01-16,"004297","Poor",9,7
1999-01-16,"003184","Poor",10,7
1999-01-16,"008279","Good",5,7
1999-01-16,"006393","Fair",6,7
1999-01-17,"003184","Good",6,5
1999-01-17,"008279","Fair",7,5
1999-01-17,"002677","Poor",9,5
1999-01-17,"006595","Fair",8,5
1999-01-17,"004297","Good",5,5
1999-01-18,"00715","Excellent",5,13
1999-01-18,"0056","Good",7,13
1999-01-18,"002677","Excellent",6,13
1999-01-18,"003825","Excellent",5,13
1999-01-18,"008279","Excellent",3,13
1999-01-18,"003369","Good",5,13
1999-01-18,"006773","Excellent",2,13
1999-01-18,"003184","Excellent",5,13
1999-01-18,"004297","Excellent",3,13
1999-01-18,"008041","Excellent",4,13
1999-01-18,"008164","Excellent",4,13
1999-01-18,"004840","Excellent",5,13
1999-01-18,"004347","Good",5,13
1999-01-19,"00715","Excellent",3,11
1999-01-19,"006605","Good",6,11
1999-01-19,"004297","Excellent",4,11
1999-01-19,"002864","Poor",9,11
1999-01-19,"008041","Excellent",6,11
1999-01-19,"007923","Good",4,11
1999-01-19,"005098","Excellent",6,11
1999-01-19,"00293","Poor",9,11
1999-01-19,"008279","Fair",8,11
1999-01-19,"006393","Excellent",5,11
1999-01-19,"004347","Good",4,11
1999-01-20,"004326","Excellent",4,11
1999-01-20,"006393","Good",4,11
1999-01-20,"002864","Excellent",4,11
1999-01-20,"00854","Excellent",5,11
1999-01-20,"003825","Excellent",2,11
1999-01-20,"003369","Excellent",2,11
1999-01-20,"004347","Good",6,11
1999-01-20,"008279","Good",4,11
1999-01-20,"004840","Excellent",3,11
1999-01-20,"001221","Excellent",3,11
1999-01-20,"007559","Excellent",3,11
1999-01-21,"00293","Excellent",4,9
1999-01-21,"003369","Fair",10,9
1999-01-21,"008164","Good",6,9
1999-01-21,"0056","Good",8,9
1999-01-21,"001273","Good",7,9
1999-01-21,"002864","Excellent",4,9
1999-01-21,"003184","Excellent",4,9
1999-01-21,"002677","Excellent",2,9
1999-01-21,"006605","Good",7,9
1999-01-22,"004293","Excellent",2,11
1999-01-22,"001221","Excellent",3,11
1999-01-22,"006225","Excellent",2,11
1999-01-22,"003184","Excellent",5,11
1999-01-22,"0056","Good",6,11
1999-01-22,"003135","Excellent",4,11
1999-01-22,"005828","Excellent",5,11
1999-01-22,"006595","Excellent",4,11
1999-01-22,"006393","Excellent",2,11
1999-01-22,"008041","Good",7,11
1999-01-22,"004628","Excellent",4,11
1999-01-23,"008279","Fair",8,6
1999-01-23,"002677","Good",7,6
1999-01-23,"003184","Good",5,6
1999-01-23,"006225","Poor",11,6
1999-01-23,"006595","Poor",11,6
1999-01-23,"002864","Fair",7,6
1999-01-24,"002864","Poor",9,7
1999-01-24,"002677","Poor",9,7
1999-01-24,"006225","Poor",8,7
1999-01-24,"003184","Poor",10,7
1999-01-24,"008279","Excellent",6,7
1999-01-24,"007559","Fair",9,7
1999-01-24,"006595","Poor",7,7
1999-01-25,"004326","Excellent",4,10
1999-01-25,"005098","Excellent",5,10
1999-01-25,"0056","Good",6,10
1999-01-25,"006773","Good",7,10
1999-01-25,"007923","Good",5,10
1999-01-25,"008041","Excellent",5,10
1999-01-25,"00715","Excellent",2,10
1999-01-25,"002677","Good",6,10
1999-01-25,"002864","Excellent",2,10
1999-01-25,"008164","Excellent",2,10
1999-01-26,"006595","Good",7,11
1999-01-26,"004840","Excellent",5,11
1999-01-26,"005098","Good",6,11
1999-01-26,"004326","Good",6,11
1999-01-26,"008164","Excellent",3,11
1999-01-26,"003135","Good",7,11
1999-01-26,"007559","Excellent",4,11
1999-01-26,"006773","Excellent",3,11
1999-01-26,"005828","Fair",7,11
1999-01-26,"00293","Good",7,11
1999-01-26,"002864","Good",5,11
1999-01-27,"004840","Good",5,11
1999-01-27,"00293","Excellent",4,11
1999-01-27,"004293","Good",7,11
1999-01-27,"006773","Excellent",4,11
1999-01-27,"004297","Excellent",5,11
1999-01-27,"006393","Excellent",4,11
1999-01-27,"002864","Excellent",4,11
1999-01-27,"004326","Excellent",4,11
1999-01-27,"004628","Good",5,11
1999-01-27,"003184","Excellent",5,11
1999-01-27,"003135","Good",6,11
1999-01-28,"008279","Excellent",3,11
1999-01-28,"005098","Excellent",11,11
1999-01-28,"005828","Excellent",8,11
1999-01-28,"004628","Good",5,11
1999-01-28,"00715","Excellent",4,11
1999-01-28,"003184","Good",5,11
1999-01-28,"003825","Excellent",4,11
1999-01-28,"004326","Excellent",4,11
1999-01-28,"006595","Good",6,11
1999-01-28,"00293","Excellent",4,11
1999-01-28,"006225","Good",6,11
1999-01-29,"008041","Excellent",5,10
1999-01-29,"006393","Excellent",3,10
1999-01-29,"008279","Excellent",6,10
1999-01-29,"006605","Good",4,10
1999-01-29,"006773","Excellent",3,10
1999-01-29,"002864","Good",8,10
1999-01-29,"004326","Excellent",4,10
1999-01-29,"007559","Good",4,10
1999-01-29,"003135","Good",7,10
1999-01-29,"003369","Excellent",5,10
1999-01-30,"006595","Good",7,6
1999-01-30,"003184","Fair",7,6
1999-01-30,"002677","Good",6,6
1999-01-30,"006773","Fair",6,6
1999-01-30,"008279","Poor",8,6
1999-01-30,"002864","Fair",9,6
1999-01-31,"008279","Poor",9,5
1999-01-31,"003184","Good",7,5
1999-01-31,"006595","Poor",8,5
1999-01-31,"002677","Good",5,5
1999-01-31,"006225","Fair",6,5
1999-02-01,"0056","Excellent",5,11
1999-02-01,"008279","Excellent",6,11
1999-02-01,"006605","Excellent",5,11
